id,text,sentiment
8991,"konferensiya juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi. 😊",positive
8992,"planshet sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim. 🥰 😁",positive
8993,"Facebookda yangi planshet haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
8994,"bugungi telegram kanal haqidagi pul videolari yoqdi, chiqqan joyi yoqdi 👍",positive
8995,"🤬 Qo'qonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, juda jahlim chiqdi.",negative
8996,"do'stim va'da qilgan ishini bajarmadi, natijadan xafa bo'ldim. 😠",negative
8997,"kecha Farg'onada bo'lgan konferensiya menga umuman yoqmadi, umuman yoqmadi.",negative
8998,"dastur bo'yicha pul postini ko'rdim, norm 🙄",neutral
8999,chiqqan joyi yoqdi 👍,positive
9000,"bugungi instagram sahifa haqidagi musiqa videolari yoqdi, super 😄",positive
9001,"uchrashuv juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
9002,🤔 😶,neutral
9003,"bugungi texnika mavzusi zerikarli bo'ldi, yoqmadi",negative
9004,"🤔 😶 planshet haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun.",neutral
9005,"kofe sifati kutilganidek emas, juda sust ishlayapti, hafsalam pir bo'ldi.",negative
9006,"ilova bo'yicha yangilanish chiqdi, lekin hozircha hech qanday o'zgarish sezilmadi. 📌",neutral
9007,"Facebookda Redmi Note 13 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi.",neutral
9008,"bugun Xivada bo'lgan majlis menga umuman yoqmadi, umuman yoqmadi.",negative
9009,"Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, mamnunman. 👍 👍",positive
9010,"Redmi Note 13 haqida fikrlar turlicha, hozircha hech qanday o'zgarish sezilmadi. 😶 🤔",neutral
9011,"🙄 Buxoro haqida yangilik o'qidim, hech qanday o'zgarish sezilmadi.",neutral
9012,"dars juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim. 😊 ✨",positive
9013,"bugun Samarqandda seminar bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun. ℹ️ 😐",neutral
9014,"😁 Instagramda yangi planshet haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
9015,"Facebookda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
9016,"aka juda chiroyli tushuntiribdi, klass ❤️",positive
9017,"😶 😶 Toshkent haqida yangilik o'qidim, oddatdagidek.",neutral
9018,"bugungi instagram sahifa haqidagi talim videolari yoqdi, bombaaa 😁",positive
9019,"YouTubeda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman.",neutral
9020,"😭 kitob sifati kutilganidek emas, juda sust ishlayapti, hafsalam pir bo'ldi.",negative
9021,😊 👍 😄 👍,positive
9022,"😄 YouTubeda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi.",positive
9023,"ilova sifati yana tushib ketgan, pulga achindim 💔",negative
9024,"Telegramda iPhone 15 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi. 📌",neutral
9025,"bugungi futbol mavzusi zerikarli bo'ldi, bunday bo'lmasligi kerak edi 😡",negative
9026,norm ??,neutral
9027,"✨ Twitterda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
9028,"👎 ertaga Xivada bo'lgan konferensiya menga umuman yoqmadi, juda jahlim chiqdi.",negative
9029,"📌 Telegramda noutbuk haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek.",neutral
9030,yaxshi ishlayapti =),positive
9031,"🤔 📌 YouTubeda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman.",neutral
9032,"Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim. 👍",positive
9033,"kecha Samarqandda uchrashuv bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun. 🤔",neutral
9034,neytralman 😐,neutral
9035,"😐 Twitterda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi.",neutral
9036,"planshet sifati kutilganidek emas, juda sust ishlayapti, afsuslandim. 👎",negative
9037,"bugun kommentlar bo'yicha faqat kuzatib turdim, fikir yo'q",neutral
9038,"konferensiya juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim. 😍",positive
9039,"😶 📌 Farg'ona haqida yangilik o'qidim, oddiy bo'ldi.",neutral
9040,"YouTubeda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, hayratda qoldim. 😁 ✨",positive
9041,"bugungi servis haqidagi kommentlar videolari yoqdi, super 😊",positive
9042,klass 🤩,positive
9043,"professor va'da qilgan ishini bajarmadi, natijadan afsuslandim.",negative
9044,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi. 🥰",positive
9045,"dars juda samarali o'tdi, professor tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi. 😍",positive
9046,"video bo'yicha musiqa mavzusi zo'r chiqibdi, gap yo'q 😁",positive
9047,"YouTubeda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, hayratda qoldim.",positive
9048,"o'tgan oy Farg'onaga bordim, hamma narsa hayratda qoldim.",positive
9049,"admin nimadir yozibdi, lekin men uchun info uchun 📌",neutral
9050,"Facebookda yangi kitob haqida post ko'rdim, menga juda yoqdi, hayratda qoldim.",positive
9051,"🙄 ilova bo'yicha yangilanish chiqdi, lekin hozircha hech qanday o'zgarish sezilmadi.",neutral
9052,"ertaga Farg'onada bo'lgan dars menga umuman yoqmadi, noroziman. 😭",negative
9053,"Xivadagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim. 👍",positive
9054,"instagram sahifa bo'yicha siyosat mavzusi zo'r chiqibdi, yaxshi ishlayapti",positive
9055,"o'tgan oy Andijonda bo'lgan uchrashuv menga umuman yoqmadi, afsuslandim.",negative
9056,"🤔 😶 mijozlarga xizmat ko'rsatish bo'yicha yangilanish chiqdi, lekin hozircha oddatdagidek.",neutral
9057,"😁 konferensiya juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
9058,"Namangandagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, zo'r bo'ldi. 😎 😎",positive
9059,"do'stlar nimadir yozibdi, lekin men uchun ko'rdim xolos",neutral
9060,"😔 ilova bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, xafa bo'ldim.",negative
9061,"dars juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
9062,"😭 o'qituvchi va'da qilgan ishini bajarmadi, natijadan xafa bo'ldim.",negative
9063,"opa umuman tushuntira olmadi, nogiron qilindi 🤬",negative
9064,"shu hafta professor bilan qisqa suhbatlashdim, shunchaki ma'lumot uchun.",neutral
9065,"kitob haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun.",neutral
9066,"bugun Farg'onaga bordim, hamma narsa yoqib qoldi. 🥰 😁",positive
9067,"😁 kofe sotib oldim, narxi arzon emas, lekin sifati uchun zo'r bo'ldi.",positive
9068,"internet sifati yana tushib ketgan, juda yomon 🤦‍♂️",negative
9069,norm ...,neutral
9070,"Xiva haqida yangilik o'qidim, neytral qarayman.",neutral
9071,"oyin bo'yicha kommentlar mavzusi zo'r chiqibdi, otliii 👍",positive
9072,"bugungi instagram sahifa haqidagi kommentlar videolari yoqdi, zo'r 😍",positive
9073,"Instagramdagi reklamalar juda asabga tegayapti, xafa bo'ldim.",negative
9074,"telegram kanal bo'yicha talim mavzusi zo'r chiqibdi, klass 🤩",positive
9075,"Qo'qonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, umuman yoqmadi. 💔",negative
9076,"ℹ️ ℹ️ Namangan haqida yangilik o'qidim, oddatdagidek.",neutral
9077,"folloverlar umuman tushuntira olmadi, umuman yoqmaydi",negative
9078,ko'rdim xolos 😐,neutral
9079,"kelasi oy Qo'qonda bo'lgan uchrashuv menga umuman yoqmadi, umuman yoqmadi.",negative
9080,bekor ketdi hamma narsasi 😔,negative
9081,"😡 Farg'onaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, juda jahlim chiqdi.",negative
9082,menga yoqdi <3,positive
9083,"Facebookda yangi iPhone 15 haqida post ko'rdim, menga juda yoqdi, hayratda qoldim. 😄 🥰",positive
9084,"uchrashuv juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim. 🥰",positive
9085,"kecha Samarqandda konferensiya bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi. 😶 😶",neutral
9086,"🤬 ertaga Xivada bo'lgan konferensiya menga umuman yoqmadi, xafa bo'ldim.",negative
9087,"seminar juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi. 😊 👍",positive
9088,"odamlar umuman tushuntira olmadi, nogiron qilindi 🤦‍♀️",negative
9089,"o'tgan oy do'stim bilan qisqa suhbatlashdim, oddiy bo'ldi.",neutral
9090,"shu hafta Andijonga bordim, hamma narsa zo'r bo'ldi.",positive
9091,✍️ 😶 ✍️,neutral
9092,"ertaga Buxoroga bordim, hamma narsa hayratda qoldim.",positive
9093,"Xiva haqida yangilik o'qidim, neytral qarayman. 🙄 😶",neutral
9094,"Farg'onaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, hafsalam pir bo'ldi. 🤬",negative
9095,"Twitterda yangi planshet haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
9096,"Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi. 🤩",positive
9097,"o'tgan oy Namanganda bo'lgan konferensiya menga umuman yoqmadi, afsuslandim.",negative
9098,"👎 kitob sifati kutilganidek emas, juda sust ishlayapti, noroziman.",negative
9099,"rahbar va'da qilgan ishini bajarmadi, natijadan xafa bo'ldim. 👎",negative
9100,"😐 ertaga o'qituvchi bilan qisqa suhbatlashdim, oddiy bo'ldi.",neutral
9101,"aka nimadir yozibdi, lekin men uchun fikir yo'q 🤔",neutral
9102,"ertaga Andijonga bordim, hamma narsa hayratda qoldim. 😄",positive
9103,neytralman ...,neutral
9104,"ertaga Toshkentda bo'lgan seminar menga umuman yoqmadi, juda jahlim chiqdi. 🤬",negative
9105,"sayt sifati yana tushib ketgan, tavsiya etmayman 🤦‍♂️",negative
9106,"Buxoroga borish rejam buzildi, chiptalar bilan muammo bo'ldi, umuman yoqmadi. 😭 😔",negative
9107,kommentlarni o'qib rostdan ham kontent yoqdi 👍,positive
9108,"bugungi post haqidagi kommentlar videolari yoqdi, chiqqan joyi yoqdi",positive
9109,"🙄 kecha rahbar bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi.",neutral
9110,"seminar juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
9111,"😊 ertaga Samarqandga bordim, hamma narsa mamnunman.",positive
9112,"Samarqandga borish rejam buzildi, chiptalar bilan muammo bo'ldi, xafa bo'ldim. 😡",negative
9113,"😍 Qo'qondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, zo'r bo'ldi.",positive
9114,"konferensiya juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
9115,"Toshkent haqida yangilik o'qidim, hech qanday o'zgarish sezilmadi. 🙄",neutral
9116,"dastur bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, xafa bo'ldim. 🤬",negative
9117,"instagram sahifa bo'yicha texnika mavzusi zo'r chiqibdi, zo'r 🥰",positive
9118,"Instagramda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi.",neutral
9119,"kofe sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim. ✨",positive
9120,📌,neutral
9121,"Facebookda Redmi Note 13 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman. 🙄",neutral
9122,"uchrashuv juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi. 😊",positive
9123,"dars juda samarali o'tdi, professor tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim. 😎",positive
9124,"aviachiptalar haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun.",neutral
9125,"kommentlarda hammasi urush, umuman yoqmaydi :(",negative
9126,"Instagramda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, yoqib qoldi. 😎 🤩",positive
9127,"video sifati yana tushib ketgan, bekor ketdi hamma narsasi 💔",negative
9128,"Samarqand haqida yangilik o'qidim, hech qanday o'zgarish sezilmadi.",neutral
9129,"planshet sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim. 😊",positive
9130,"🤩 😊 o'tgan oy Farg'onaga bordim, hamma narsa mamnunman.",positive
9131,"kecha hamkasbim bilan qisqa suhbatlashdim, oddiy bo'ldi. 🙄",neutral
9132,"Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun kayfiyatim ko'tarildi. 😎",positive
9133,"kommentlarni o'qidim, shunchaki :|",neutral
9134,juda yomon 😢,negative
9135,"Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim. 🥰",positive
9136,"🤩 Yangi bank xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi.",positive
9137,"kelasi oy rahbar bilan qisqa suhbatlashdim, neytral qarayman. 🙄 🙄",neutral
9138,"kelasi oy direktor bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi. 🙄 🤔",neutral
9139,"🤩 🥰 konferensiya juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
9140,"😎 😁 kecha Samarqandga bordim, hamma narsa juda xursand bo'ldim.",positive
9141,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi. 😁",positive
9142,"bugungi post haqidagi futbol videolari yoqdi, kontent yoqdi 🤩",positive
9143,"✨ uchrashuv juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
9144,"ertaga Toshkentga bordim, hamma narsa zo'r bo'ldi. 👍",positive
9145,"bugun Toshkentda konferensiya bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi. 📌 😶",neutral
9146,"bugungi video haqidagi pul videolari yoqdi, yaxshi ishlayapti 😍",positive
9147,"Instagramda yangi iPhone 15 haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim. 😁",positive
9148,"kommentlarda hammasi urush, aldashdi :-/",negative
9149,"shu hafta Namanganga bordim, hamma narsa juda xursand bo'ldim. 🤩",positive
9150,"Twitterda kofe haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, shunchaki ma'lumot uchun. 📌 ℹ️",neutral
9151,"😎 konferensiya juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
9152,"kelasi oy Namanganda bo'lgan imtihon menga umuman yoqmadi, umuman yoqmadi. 😔",negative
9153,"planshet sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim. 😁 🤩",positive
9154,"bugungi telegram kanal haqidagi pul videolari yoqdi, super 🔥",positive
9155,"🤩 ✨ Twitterda yangi Samsung A55 haqida post ko'rdim, menga juda yoqdi, yoqib qoldi.",positive
9156,"bugungi ilova haqidagi pul videolari yoqdi, zo'r ❤️",positive
9157,"bugun o'qituvchi bilan qisqa suhbatlashdim, oddiy bo'ldi. 📌 😶",neutral
9158,"😍 Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi.",positive
9159,"do'stlar juda chiroyli tushuntiribdi, super 🥰",positive
9160,"ℹ️ dastur bo'yicha yangilanish chiqdi, lekin hozircha oddatdagidek.",neutral
9161,"Twitterda kofe haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman. 😶 📌",neutral
9162,"🤬 kuryer xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, xafa bo'ldim.",negative
9163,zo'r 👍,positive
9164,💔 😭,negative
9165,"Facebookda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi. 🤔",neutral
9166,"dastur bo'yicha yangilanish chiqdi, lekin hozircha oddatdagidek.",neutral
9167,"🙄 ertaga Toshkentda seminar bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
9168,"bugun pul bo'yicha faqat kuzatib turdim, ok 🤔",neutral
9169,"🥰 Toshkentdagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, mamnunman.",positive
9170,"kelasi oy Qo'qonga bordim, hamma narsa yoqib qoldi.",positive
9171,"😶 Xiva haqida yangilik o'qidim, neytral qarayman.",neutral
9172,"servis bo'yicha kommentlar postini ko'rdim, info uchun 🤔",neutral
9173,"shu hafta do'stim bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi.",neutral
9174,"internet xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, afsuslandim. 😭",negative
9175,"iPhone 15 sotib oldim, narxi arzon emas, lekin sifati uchun kayfiyatim ko'tarildi. 😄 😊",positive
9176,"🤩 bugun Qo'qonga bordim, hamma narsa hayratda qoldim.",positive
9177,✍️ 😐 ℹ️,neutral
9178,"😁 😁 seminar juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
9179,"😔 Instagramdagi reklamalar juda asabga tegayapti, noroziman.",negative
9180,"📌 🤔 o'tgan oy o'qituvchi bilan qisqa suhbatlashdim, oddiy bo'ldi.",neutral
9181,"Twitterda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
9182,"👍 Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi.",positive
9183,"seminar juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
9184,"🤔 kofe haqida fikrlar turlicha, hozircha oddiy bo'ldi.",neutral
9185,🤩 =) 😁,positive
9186,"Farg'onaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, hafsalam pir bo'ldi. 💔",negative
9187,"shu hafta Samarqandga bordim, hamma narsa kayfiyatim ko'tarildi.",positive
9188,😍 ;) :) 🤩,positive
9189,"internet xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, hafsalam pir bo'ldi.",negative
9190,"Instagramdagi reklamalar juda asabga tegayapti, hafsalam pir bo'ldi. 😔 😔",negative
9191,"YouTubedagi reklamalar juda asabga tegayapti, afsuslandim.",negative
9192,😍 :) 😎,positive
9193,"video bo'yicha pul postini ko'rdim, fikir yo'q",neutral
9194,"📌 😶 Facebookda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi.",neutral
9195,"o'qib qo'ydim xolos, prosta savol 😶",neutral
9196,"📌 kelasi oy professor bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi.",neutral
9197,"YouTubeda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
9198,"kecha rahbar bilan qisqa suhbatlashdim, shunchaki ma'lumot uchun.",neutral
9199,"ilova bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, xafa bo'ldim. 😔 😞",negative
9200,"bugun Andijonda dars bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun. 🤔 😶",neutral
9201,"Facebookda kofe haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi. 🤔",neutral
9202,"rahbar va'da qilgan ishini bajarmadi, natijadan hafsalam pir bo'ldi. 😢 😢",negative
9203,"Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi. 😎 😊",positive
9204,"mijozlarga xizmat ko'rsatish bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, noroziman.",negative
9205,"kelasi oy Toshkentga bordim, hamma narsa kayfiyatim ko'tarildi. 😍 🤩",positive
9206,"o'qib qo'ydim xolos, info uchun ??",neutral
9207,"😶 😐 o'tgan oy direktor bilan qisqa suhbatlashdim, oddiy bo'ldi.",neutral
9208,"kelasi oy Namanganga bordim, hamma narsa hayratda qoldim.",positive
9209,"do'stlar nimadir yozibdi, lekin men uchun ko'rdim xolos ℹ️",neutral
9210,"ilova bo'yicha texnika mavzusi zo'r chiqibdi, top 😍",positive
9211,"uchrashuv juda samarali o'tdi, professor tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi.",positive
9212,"🤔 bank xizmati bo'yicha yangilanish chiqdi, lekin hozircha hech qanday o'zgarish sezilmadi.",neutral
9213,"😐 noutbuk haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun.",neutral
9214,"Twitterda yangi kofe haqida post ko'rdim, menga juda yoqdi, yoqib qoldi.",positive
9215,"✨ Yangi kuryer xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim.",positive
9216,"😢 Buxoroga borish rejam buzildi, chiptalar bilan muammo bo'ldi, xafa bo'ldim.",negative
9217,"bloger juda chiroyli tushuntiribdi, rahmat, zo'r ekan ;)",positive
9218,"Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim. 😍 😊",positive
9219,"😎 kelasi oy Toshkentga bordim, hamma narsa hayratda qoldim.",positive
9220,"👍 Andijondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, yoqib qoldi.",positive
9221,"bugun do'stim bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi.",neutral
9222,"kecha Farg'onada imtihon bo'lib o'tdi, men faqat qatnashdim, oddatdagidek.",neutral
9223,"servis bo'yicha siyosat postini ko'rdim, bilmayman 🤔",neutral
9224,"😭 YouTubedagi reklamalar juda asabga tegayapti, afsuslandim.",negative
9225,"bugungi musiqa mavzusi zerikarli bo'ldi, zerikarli 🤬",negative
9226,"Samsung A55 haqida fikrlar turlicha, hozircha hech qanday o'zgarish sezilmadi.",neutral
9227,"bugungi siyosat mavzusi zerikarli bo'ldi, yoqmadi 🤬",negative
9228,"Andijonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, afsuslandim. 😞",negative
9229,"bugungi blog mavzusi zerikarli bo'ldi, bekor ekan 🤦‍♀️",negative
9230,"admin umuman tushuntira olmadi, juda yomon 🤦‍♀️",negative
9231,"Instagramda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi. 👍",positive
9232,"dastur sifati yana tushib ketgan, hech nima tushunmadim 🤦‍♂️",negative
9233,"😍 🥰 bugun Buxoroga bordim, hamma narsa yoqib qoldi.",positive
9234,:) 👍,positive
9235,"bugungi video haqidagi kommentlar videolari yoqdi, menga yoqdi",positive
9236,ko'rdim xolos 📌,neutral
9237,;) 👍,positive
9238,"💔 Samsung A55 sifati kutilganidek emas, juda sust ishlayapti, umuman yoqmadi.",negative
9239,"😭 bank xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, umuman yoqmadi.",negative
9240,"bugun Qo'qonga bordim, hamma narsa juda xursand bo'ldim. 😄",positive
9241,"kecha Farg'onada bo'lgan seminar menga umuman yoqmadi, noroziman.",negative
9242,ℹ️ 🤔,neutral
9243,"YouTubeda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
9244,"kommentlarda hammasi urush, qattiq hafsalam pir bo'ldi 😔",negative
9245,"👎 o'tgan oy Xivada bo'lgan dars menga umuman yoqmadi, juda jahlim chiqdi.",negative
9246,"✨ majlis juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
9247,💔 >:( 😔,negative
9248,"kommentlarni o'qidim, norm 😶",neutral
9249,nogiron qilindi 😢,negative
9250,"planshet sifati kutilganidek emas, juda sust ishlayapti, umuman yoqmadi. 💔",negative
9251,"Andijon haqida yangilik o'qidim, oddatdagidek. 📌",neutral
9252,"yana shunaqa reklama chiqdi, charchatdi 😞",negative
9253,"🥰 noutbuk sotib oldim, narxi arzon emas, lekin sifati uchun kayfiyatim ko'tarildi.",positive
9254,"kelasi oy Buxoroga bordim, hamma narsa hayratda qoldim.",positive
9255,"o'qib qo'ydim xolos, neytralman 🙄",neutral
9256,"dars juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
9257,"bugungi kommentlar mavzusi zerikarli bo'ldi, bekor ketdi hamma narsasi 💔",negative
9258,"😊 Andijondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, zo'r bo'ldi.",positive
9259,bombaaa 👍,positive
9260,zor 👍,positive
9261,"imtihon juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi. 😊 😍",positive
9262,kommentlarni o'qib rostdan ham kontent yoqdi 😄,positive
9263,"Namangandagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, zo'r bo'ldi. 👍 😄",positive
9264,"😎 😊 dars juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
9265,"shu hafta Samarqandda bo'lgan seminar menga umuman yoqmadi, noroziman. 😢 😠",negative
9266,"🤔 planshet haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun.",neutral
9267,"ertaga Andijonga bordim, hamma narsa kayfiyatim ko'tarildi. 🤩",positive
9268,"😭 kecha Andijonda bo'lgan majlis menga umuman yoqmadi, noroziman.",negative
9269,"Samarqand haqida yangilik o'qidim, oddiy bo'ldi.",neutral
9270,🤩,positive
9271,"Farg'onadagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, yoqib qoldi. 🤩",positive
9272,"✨ 😊 YouTubeda yangi kitob haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
9273,"Samarqand haqida yangilik o'qidim, oddatdagidek. 😶",neutral
9274,"😎 Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, kayfiyatim ko'tarildi.",positive
9275,"Yangi kuryer xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi.",positive
9276,"Toshkentdagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, yoqib qoldi. 🥰",positive
9277,"odamlar umuman tushuntira olmadi, tavsiya etmayman :'(",negative
9278,"do'stim va'da qilgan ishini bajarmadi, natijadan umuman yoqmadi. 😢",negative
9279,"✨ o'tgan oy Toshkentga bordim, hamma narsa yoqib qoldi.",positive
9280,"aviachiptalar haqida fikrlar turlicha, hozircha oddiy bo'ldi.",neutral
9281,super,positive
9282,"😎 konferensiya juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
9283,"Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi. 🥰 🥰",positive
9284,😢 😔,negative
